ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata,Deskripsi_Clean
170,Candi Borobudur,Yogyakarta,Budaya,"Borobudur (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦧꦫꦧꦸꦝꦸꦂ, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.\nMonumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma).\nMonumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan Buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan dan kebijaksanaan sesuai ajaran Buddha. Para peziarah masuk melalui sisi timur dan memulai ritual di dasar candi dengan berjalan melingkari bangunan suci ini searah jarum jam, sambil terus naik ke undakan berikutnya melalui tiga tingkatan ranah dalam kosmologi Buddha. Ketiga tingkatan itu adalah Kāmadhātu (ranah hawa nafsu), Rupadhatu (ranah berwujud), dan Arupadhatu (ranah tak berwujud). Dalam perjalanannya para peziarah berjalan melalui serangkaian lorong dan tangga dengan menyaksikan tak kurang dari 1.460 panel relief indah yang terukir pada dinding dan pagar langkan.\nMenurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.Borobudur kini masih digunakan sebagai tempat ziarah keagamaan; tiap tahun umat Buddha yang datang dari seluruh Indonesia dan mancanegara berkumpul di Borobudur untuk memperingati Trisuci Waisak. Dalam dunia pariwisata, Borobudur adalah objek wisata tunggal di Indonesia yang paling banyak dikunjungi wisatawan.",borobudur bahasa jawa translit candhi barabudhur buah candi buddha letak borobudur magelang jawa tengah indonesia candi letak kurang lebih km belah barat daya semarang km belah barat surakarta km belah barat laut yogyakarta candi bentuk stupa diri anut agama buddha mahayana tahun an masehi masa perintah wangsa syailendra borobudur candi kuil buddha besar dunia sekaligus salah satu monumen buddha besar dunia nmonumen diri atas enam teras bentuk bujur sangkar atas dapat tiga latar lingkar dinding hias panel relief asli dapat arca buddha borobudur milik koleksi relief buddha lengkap banyak dunia stupa utama besar tetak tengah sekaligus mahkota bangun keliling tiga baris lingkar stupa lubang dalam dapat arca buddha tengah duduk sila posisi teratai sempurna mudra sikap tangan dharmachakra mudra putar roda dharma nmonumen rupa model alam semesta bangun tempat suci mulia buddha sekaligus fungsi tempat ziarah tuntun umat manusia alih alam nafsu duniawi tuju cerah bijaksana sesuai ajar buddha ziarah masuk lalu sisi timur mulai ritual dasar candi jalan lingkar bangun suci arah jarum jam terus naik unda ikut lalu tiga tingkat ranah kosmologi buddha tiga tingkat k madh tu ranah hawa nafsu rupadhatu ranah wujud arupadhatu ranah tak wujud jalan para ziarah jalan lalu rangkai lorong tangga saksi tak kurang panel relief indah ukir dinding pagar langkan nmenurut bukti bukti sejarah borobudur tinggal abad iring lemah pengaruh raja hindu buddha jawa mulai masuk pengaruh islam dunia mulai sadar ada bangun sejak temu sir thomas stamford raffles jabat gubernur jenderal inggris atas jawa sejak saat itu borobudur alami rangkai upaya selamat pugar baik proyek pugar besar gelar kurun waktu hingga atas upaya perintah republik indonesia unesco kemudian situs sejarah masuk daftar situs waris dunia borobudur kini guna tempat ziarah agama tiap tahun umat buddha datang seluruh indonesia mancanegara kumpul di borobudur ingat trisuci waisak dunia pariwisata borobudur adalah objek wisata tunggal di indonesia paling banyak kunjung wisatawan
174,Pasar Beringharjo,Yogyakarta,Pusat Perbelanjaan,"Pasar Beringharjo (bahasa Jawa: ꦥꦱꦂꦧꦼꦫꦶꦁꦲꦂꦗ, translit. Pasar Beringharjo) adalah pasar tertua dengan nilai historis dan filosofis yang tidak dapat dipisahkan dengan Keraton Yogyakarta. Beringharjo memiliki makna harafiah hutan pohon beringin yang diharapkan memberikan kesejahteraan bagi warga Yogyakarta. Pasar Beringharjo terletak di Jalan Jenderal Ahmad Yani nomor 16, Yogyakarta. Ada banyak jenis barang yang dapat dibeli di Pasar Beringharjo, mulai dari batik, jajanan pasar, uang kuno, pakaian anak dan dewasa, makanan cepat saji, bahan dasar jamu tradisional, sembako hingga barang antik.",pasar beringharjo bahasa jawa translit pasar beringharjo pasar tua nilai historis filosofis tidak pisah keraton yogyakarta beringharjo milik makna harafiah hutan pohon beringin harap beri sejahtera warga yogyakarta pasar beringharjo letak jalan jenderal ahmad yani nomor yogyakarta banyak jenis barang dapat beli pasar beringharjo mulai batik jajan pasar uang kuno pakai anak dewasa makan cepat saji bahan dasar jamu tradisional sembako hingga barang antik
175,Museum Ullen Sentalu,Yogyakarta,Budaya,"Museum Ullen Sentalu, (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦈꦭ꧀ꦭꦺꦤ꧀​ꦱꦼꦤ꧀ꦠꦭꦸ, translit. Musiyum Ullèn Sentalu) terletak di Kecamatan Pakem (Kaliurang), Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah museum yang menampilkan budaya dan kehidupan para bangsawan Dinasti Mataram (Kasunanan Surakarta, Kesultanan Yogyakarta, Praja Mangkunegaran, dan Kadipaten Pakualaman) beserta koleksi bermacam-macam batik (baik gaya Yogyakarta maupun Surakarta).\nMuseum ini juga menampilkan tokoh raja-raja beserta permaisurinya dengan berbagai macam pakaian yang dikenakan, baik untuk acara formal maupun untuk keseharian. \nNama Ullen Sentalu merupakan akronim dari bahasa Jawa: “ULating bLENcong SEjatiNe TAtaraning LUmaku” yang artinya adalah “Nyala lampu blencong sebagai petunjuk bagi umat manusia dalam melangkah dan meniti kehidupan”. Falsafah ini diambil dari sebuah lampu minyak yang dipergunakan dalam pertunjukkan wayang kulit (blencong) yang merupakan cahaya yang selalu bergerak untuk mengarahkan dan menerangi perjalanan hidup kita. Museum ini didirikan oleh salah seorang bangsawan Yogyakarta yang dikenal sangat dekat dengan keluarga keraton Surakarta dan Yogyakarta.\nDi Museum Ullen Sentalu, dapat diketahui bagaimana para leluhur Jawa membuat batik yang memiliki arti dan makna yang mendalam di dalam setiap coraknya. Ada juga berbagai sejarah mengenai keadaan budaya Jawa dari masa Mataram Kuno hingga Mataram Islam dengan segala aturannya. Keadaan museum yang dibangun dengan baik mampu membuat pengunjung seperti terserap ke masa Jawa kuno yang mengagumkan.",museum ullen sentalu bahasa jawa translit musiyum ull n sentalu letak camat pakem kaliurang kabupaten sleman daerah istimewa yogyakarta museum tampil budaya hidup bangsawan dinasti mataram kasunanan surakarta sultan yogyakarta praja mangkunegaran kadipaten pakualaman serta koleksi macam macam batik baik gaya yogyakarta maupun surakarta nmuseum juga tampil tokoh raja raja serta permaisuri bagai macam pakai kena baik acara formal maupun hari nnama ullen sentalu rupa akronim bahasa jawa ulating blencong sejatine tataraning lumaku arti nyala lampu blencong tunjuk umat manusia lang titi hidup falsafah ambil buah lampu minyak guna tunjuk wayang kulit blencong rupa cahaya selalu gerak arah rang jalan hidup museum diri salah orang bangsawan yogyakarta kenal sangat dekat keluarga keraton surakarta yogyakarta ndi museum ullen sentalu tahu bagaimana leluhur jawa buat batik milik arti makna dalam dalam corak juga bagai sejarah kena ada budaya jawa masa mataram kuno hingga mataram islam segala atur ada museum bangun baik mampu buat unjung serap masa jawa kuno kagum
176,Museum Gunung Merapi,Yogyakarta,Budaya,"Museum Gunung Merapi (bahasa Jawa: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya .",museum gunung rapi bahasa jawa translit musiyum gunung rapi rupa museum sejarah dapat yogyakarta tepat jln boyong dusun banteng desa hargobinangun camat pakem kabupaten sleman daerah istimewa yogyakarta lima kilometer kawasan objek wisata kaliurang museum gunung rapi resmi tanggal oktober menteri energi sumber daya mineral esdm purnomo yusgiantoro ndengan luas bangun diri atas tanah luas hektare museum ke depan akan lengkap taman area parkir plasa ingin kenal masyarakat museum gunungapi rapi semboyan rapi jendela bumi nmuseum gunung rapi jadi sarana didik penyebarluasan informasi aspek kegunungapian khusus bencana geologi lain sifat rekreatif edukatif masyarakat luas tuju beri wawas paham aspek ilmiah maupun sosial budaya lain yang kait gunungapi sumber bencana geologi lain museum gunungapi harap dapat jadi solusi alternatif sarana yang sangat penting potensial pusat layan informasi kegunungapian upaya cerdas hidup masyarakat bagai media tingkat sadar waspada masyarakat manfaat ancam bahaya letus gunungapi bencana geologi lain
179,Candi Ratu Boko,Yogyakarta,Budaya,"Situs Ratu Baka atau Candi Boko (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦫꦠꦸ​ꦧꦏ, bahasa Jawa: Candhi Ratu Baka) adalah situs purbakala yang merupakan kompleks sejumlah sisa bangunan yang berada kira-kira 3 km di sebelah selatan dari kompleks Candi Prambanan, 18 km sebelah timur Kota Yogyakarta atau 50 km barat daya Kota Surakarta, Jawa Tengah, Indonesia. Situs Ratu Boko terletak di sebuah bukit pada ketinggian 196 meter dari permukaan laut. Luas keseluruhan kompleks adalah sekitar 25 ha.",situs ratu baka candi boko hanacaraka bahasa jawa candhi ratu baka situs purbakala rupa kompleks jumlah sisa bangun ada kira kira km belah selatan kompleks candi prambanan km belah timur kota yogyakarta km barat daya kota surakarta jawa tengah indonesia situs ratu boko letak buah bukit tinggi meter muka laut luas seluruh kompleks sekitar ha
180,Pantai Depok Jogja,Yogyakarta,Bahari,"Pantai Depok (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦝꦺꦥꦺꦴꦏ꧀, translit. Pasisir Dhépok) merupakan objek wisata pantai yang terletak di Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, sekitar tiga puluh kilometer di sebelah selatan Kota Yogyakarta. Pantai ini terkenal akan pasar ikannya yang ikannya merupakan hasil tangkapan nelayan Pantai Depok.",pantai depok bahasa jawa translit pasisir dh pok rupa objek wisata pantai letak camat kretek kabupaten bantul daerah istimewa yogyakarta tiga puluh kilometer belah selatan kota yogyakarta pantai kenal pasar ikan ikan rupa hasil tangkap nelayan pantai depok
181,Pantai Sundak,Yogyakarta,Bahari,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam.",pantai sundak rupa salah satu pantai indah ada gunung kidul tepat dekat pantai indrayanti pantai pasir putih memilii air masih bersih bening segar ombak pantai sundak sangat besar jadi main air pantai sundak harap hati hati main air juga jalan jalan tepi pantai nikmat indah pantai jika jalan tepi pantai jauh meter anda akan temu batu batu karang kecil jajar batu batu karang sebut tempat sembunyi hewan hewan laut kecil harus tetap hati hati batu karang sebut tajam
182,Hutan Mangrove Kulon Progo,Yogyakarta,Bahari,"Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.",sini kawasan wisata hutan mangrove kulon progo saji indah alam hutan mangrove beri pesona sendiri pantai glagah jadi primadona kulon progo letak lokasi hutan mangrove kulon progo sejati sudah masuk kawasan pasir mendit camat ton kulon progo
183,Jogja Bay Pirates Adventure Waterpark,Yogyakarta,Taman Hiburan,"Jogja Bay Waterpark atau Jogja Bay (bahasa Jawa: ꦠꦼꦭꦸꦏ꧀ꦔꦪꦺꦴꦒꦾ 'Teluk Ngayogya') adalah salah satu taman wisata air atau waterpark terbesar di Asia Tenggara yang berlokasi di Yogyakarta, Indonesia. Taman wisata air ini dibuka secara resmi pada 20 Desember 2015.",jogja bay waterpark jogja bay bahasa jawa teluk ngayogya salah satu taman wisata air waterpark besar asia tenggara lokasi yogyakarta indonesia taman wisata air buka resmi desember
186,Pantai Glagah,Yogyakarta,Bahari,Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik,pantai glagah indah salah satu pantai jadi objek wisata provinsi daerah istimewa yogyakarta pantai glagah indah rupa salah satu pantai yogyakarta hampar pasir warna hitam banyak kandung pasir besi pantai glagah indah milik akses baik
189,Pantai Nguluran,Yogyakarta,Bahari,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",pantai nguluran hanya lihat hampar laut luas spot foto semua fasilitas ada atas tebing bas meter muka air pantai spot favorit resort pantai adalah teras kaca teras kaca dapat jadi spot selfie latar belakang pantai unjung dapat foto sangat bagus indah pajang ig fb media sosial apalagi foto ambil sunset foto teras kaca unjung rasa sensasi tegang sensasi tegang timbul akibat teras kaca tepat diri atas pinggir laut sensasi timbul jalan atas utas tali tingi bas meter atas air laut perlu kuatir pihak kelola jamin lat unjung panjang tidak langgar atur sudah buat pihak kelola
190,Pantai Samas,Yogyakarta,Bahari,"Pantai Samas (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦱꦩꦱ꧀, translit. Pasisir Samas) merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",pantai samas bahasa jawa translit pasisir samas rupa salah satu pantai ada deret pantai belah timur pantai parangtritis lokasi pantai samas kurang lebih km arah selatan kota bantul sekitar km pusat kota yogyakarta tepat desa srigading camat sanden kabupaten bantul daerah istimewa yogyakarta
198,Pantai Greweng,Yogyakarta,Bahari,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.",kabupaten gunungkidul sulit pilih pantai masih sepi indah pantai greweng ada camat girisubo satu antara hanya cantik pantai juga kenal destinasi kemah siap energi lebih capai lokasi pencil
199,Pantai Sedahan,Yogyakarta,Bahari,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini.",pantai sedahan milik garis pantai cukup panjang cukup luas jadi arena main dua sisi pantai dapat tebing karang apit pantai jorok tengah laut pantai sedahan punya debur ombak khas laut selatan hampar pasir putih butir butir halus air biru hijau bening segar kilau teritampa cahaya matahari hipnotis siapa main air cebur diri pantai sebut unjung tetap hati hati pantai selatan selalu arus ombak kuat para unjung saran untuk renang terlalu jauh darat pantai sedahan juga kenal banyak orang lokasi pancing senang banyak unjung rela dan sempat datang jauh jauh untuk pancing ikan pantai sedahan
200,Pantai Watu Kodok,Yogyakarta,Bahari,"Pantai Watu Kodok merupakan salah satu pantai yang ada di Gunung Kidul. Pantai Watu Kodok ini memiliki pasir putih dan air laut yang masih berwarna biru yang sangat indah. Di pantai ini terdapat beberapa batu karang yang terjal, batu tersebut menjadi daya tarik para wisatawan dan keunikan bagi pantai itu sendiri. Dan suasana pantai yang masih alami juga menjadikan pantai ini menjadi daya tariknya, tetapi pantai ini masih tergolong pantai baru jadi masih belum banyak wisatawan. Pantai Watu Kodok ini sangat cocok bagi Anda yang ingin menghabiskan waktu liburan bersama keluarga.",pantai watu kodok rupa salah satu pantai ada gunung kidul pantai watu kodok milik pasir putih air laut warna biru sangat indah pantai dapat beberapa batu karang terjal batu sebut jadi daya tarik wisatawan uni pantai sendiri suasana pantai masih alami jadi pantai jadi daya tarik pantai masih golong pantai baru jadi masih belum banyak wisatawan pantai watu kodok sangat cocok anda ingin habis waktu libur sama keluarga
201,Pantai Kesirat,Yogyakarta,Bahari,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.",umum pantai identik pasir bukan pantai sirat milik uni sendiri temu sini pantai sirat milik pasir akan temu tebing tebing memeiliki struktur cantik kemudian anda kana nikmat pantai atas tempat juga sangat cocok nikmat sunset indah pantai buat semua orang bisa lupa janji mantan hehee pantai sirat milik spot spot foto instagramable banget cocok sekali kamu suka foto uni jadi ciri khas wisata pantai sirat hadir buah pohon tampak diri kokoh jadi ikon tempat wisata banyak wisatawan yang manfaat pohon bagai latar belakang foto
203,Galaxy Waterpark Jogja,Yogyakarta,Taman Hiburan,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur.",galaxy waterpark taman rekreasi air diri atas lahan luas hektar sangat cukup tampung unjung waktu libur lokasi sangat luas banyak wahana fasilitas bisa kamu nikmat tempat sedia beberapa kolam kolam anak kolam dewasa itu fasilitas sedia kelola juga bilang lengkap dukung nyaman libur
204,Desa Wisata Pulesari,Yogyakarta,Taman Hiburan,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.",desa wisata pulesari makin tambah deret profil desa wisata jogja lahir sadar masyarakat atas potensi lokal milik baik sisi ragam budaya pesona alam kazanah kuliner maupun nilai sejarah budaya ada semua kemas buah seru wisata lokasi desa wisata pulesari ada kabupaten sleman daerah istimewa yogyakarta diy notabene kabupaten anugerah banyak sekali tempat wisata hadir desa wisata pulesari akan jadi tambal dari puzle wisata belum lengkap ini review desa wisata pulosari referensi awal tentu lokasi libur
205,Desa Wisata Tembi,Yogyakarta,Taman Hiburan,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",desa wisata tembi rupa satu sekian desa wisata sukses tata kawasan jadi buah kawasan layak kunjung potensi alam sejarah potensi budaya milik desa wisata tembi memang sangat pas jadi buah desa wisata jarak desa wisata tembi jauh pusat kota jogja nyata pesona indah desa wisata tembi hanya batas dua sebut dan ini info lengkap desa wisata tembi referensi awal tentu lokasi wisata libur lokasi desa wisata tembi letak satu arah tuju parangtritis alamat desa wisata tembi ada desa tembi camat won kabupaten bantul daerah istimewa yogyakarta
206,Wisata Kaliurang,Yogyakarta,Cagar Alam,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",jogja selalu tarik lik lebih tempat wisata bagai wisata sedia jogja mulai wisata buat hingga wisata alam hal taman wisata kaliurang madu unsur alam taman rekreasi taman rekreasi ada kawasan lereng gunung rapi bukan aneh objek wisata sangat sejuk habis waktu libur sini rupa pilih tepat
208,Taman Sungai Mudal,Yogyakarta,Cagar Alam,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan.",taman sungai mudal buah objek wisata alam buka letak kabupaten kulon progo tawar pesona buah kolam mandi sumber mata air alami mata air sumber buah goa hadir taman sungai mudal jadi samping kesan angker buah goa tambah dukung fasilitas buat wisatawan rasa nyaman ada sana taman sungai mudal jadi salah satu wisata kulon progo selalu jadi destinasi utama libur tiba salah satu alas utama karena taman sungai mudal mampu jadi destinasi wisata keluarga senang
209,Pantai Sanglen,Yogyakarta,Bahari,"Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan.",pantai sanglen lokasi ada desa madang gunung kidul pantai indah satu memang dengar asing telinga nyata pantai simpan indah sangat tenang ada ombak diam diam hanyut buat harus hati hati ingin main air sedang pasang ketika surut kamu bain ombak sekitar pantai tak jauh area pantai dapat buah bukit hias pohon masih rindang warna hijau alam kamu naik atas bukit lalu tangga sudah sedia
